0.41317,0.34489,0.43826,0.47099,0.52187,0.50832,0.4935,0.50773,0.48914,0.5019,0.51335,0.58589,0.54875,0.46488,0.4488,0.47661,0.44455,0.49391,0.50595,0.40551,0.38313,0.40489,0.39924,0.3914,0.40937,0.39704,0.44391,0.47407,0.4443,0.42453,0.43843,0.40465,0.40728,0.41579,0.42017,0.50667,0.59675,0.53327,0.50079,0.5308,0.55049,0.54025,0.57531,0.60228,0.58168,0.58547,0.56551,0.54249,0.49335,0.47499
0.38839,0.40843,0.52613,0.53126,0.54437,0.58295,0.52301,0.57002,0.52038,0.50651,0.46674,0.49876,0.53045,0.48075,0.45207,0.41776,0.34996,0.37229,0.3629,0.36086,0.38358,0.33043,0.31914,0.31283,0.3084,0.3287,0.4332,0.48717,0.55727,0.49504,0.41506,0.46095,0.50878,0.54492,0.54477,0.57535,0.55398,0.55747,0.4568,0.44501,0.48261,0.52398,0.55784,0.57484,0.57573,0.6021,0.60232,0.50502,0.49937,0.53349
0.39992,0.39833,0.49873,0.54405,0.57215,0.53003,0.55457,0.533,0.48645,0.41693,0.38793,0.4133,0.42432,0.43393,0.46167,0.41187,0.39301,0.36061,0.31719,0.41404,0.44565,0.49539,0.53992,0.45554,0.47845,0.53656,0.61665,0.61485,0.46703,0.36802,0.38151,0.44531,0.44362,0.3987,0.39832,0.39963,0.35796,0.36462,0.37709,0.37181,0.42023,0.41868,0.46838,0.5264,0.62809,0.6094,0.59433,0.60018,0.49698,0.48638
0.45596,0.44407,0.52204,0.51563,0.59908,0.55285,0.55692,0.4752,0.37991,0.36081,0.3495,0.30318,0.28623,0.28116,0.28792,0.24571,0.25894,0.27107,0.24763,0.23363,0.29395,0.42762,0.44291,0.4181,0.33439,0.40791,0.38988,0.32793,0.25682,0.27674,0.31415,0.26645,0.26341,0.25163,0.25258,0.26821,0.26843,0.26034,0.28184,0.29477,0.32554,0.39925,0.51727,0.5419,0.60675,0.61016,0.60191,0.51657,0.49097,0.52819
0.47301,0.39062,0.50651,0.55526,0.56298,0.53961,0.55545,0.48561,0.37527,0.32955,0.28515,0.252,0.25799,0.23415,0.21512,0.24832,0.25173,0.24134,0.23187,0.2277,0.2392,0.22538,0.24638,0.28537,0.32337,0.30759,0.26831,0.23126,0.33728,0.33615,0.30525,0.43327,0.43498,0.46235,0.37242,0.23182,0.31677,0.27494,0.27737,0.29715,0.36506,0.49699,0.54928,0.53169,0.59674,0.61661,0.6381,0.53521,0.50722,0.51469
0.53283,0.49467,0.52093,0.5783,0.57842,0.62588,0.61656,0.52805,0.38533,0.30745,0.28978,0.26356,0.31582,0.2749,0.23598,0.48176,0.40921,0.33569,0.4653,0.29339,0.35512,0.24394,0.18346,0.25456,0.29705,0.29143,0.26236,0.38295,0.45588,0.2014,0.38332,0.58828,0.44046,0.52086,0.5019,0.29894,0.54447,0.40907,0.3679,0.43006,0.46851,0.52713,0.54607,0.57186,0.56956,0.54712,0.56855,0.58344,0.47216,0.51566
0.50994,0.45118,0.48869,0.50003,0.59677,0.61325,0.62124,0.57165,0.51231,0.48812,0.41352,0.37108,0.49921,0.44437,0.20589,0.41834,0.53274,0.51073,0.45404,0.17011,0.2931,0.37769,0.17538,0.21279,0.29515,0.25666,0.27953,0.44133,0.36159,0.22783,0.20789,0.44035,0.54165,0.47579,0.31099,0.38387,0.62143,0.4664,0.41493,0.48338,0.49565,0.56755,0.55175,0.55717,0.60515,0.59727,0.57855,0.48495,0.49954,0.51783
0.49147,0.44872,0.50402,0.54754,0.58884,0.60365,0.55564,0.5588,0.53307,0.54007,0.50214,0.44068,0.51533,0.50632,0.30465,0.2047,0.25947,0.26495,0.15871,0.22746,0.38446,0.42808,0.25188,0.24038,0.28586,0.32316,0.37336,0.38614,0.3843,0.3973,0.24763,0.20251,0.24663,0.29921,0.43414,0.56568,0.48528,0.3557,0.43263,0.47171,0.53248,0.5863,0.62845,0.63068,0.62509,0.65726,0.57352,0.52911,0.50445,0.50657
0.44987,0.50386,0.5151,0.55796,0.56972,0.62741,0.55262,0.64318,0.55981,0.50896,0.51563,0.4647,0.45076,0.4749,0.45705,0.38665,0.34092,0.36832,0.38524,0.49262,0.52456,0.32605,0.2447,0.31804,0.36404,0.39367,0.45579,0.35681,0.36797,0.50129,0.48038,0.44092,0.45517,0.55789,0.56389,0.45711,0.37714,0.4202,0.43901,0.46618,0.51181,0.60861,0.60385,0.64907,0.64066,0.61801,0.60951,0.56842,0.52014,0.54519
0.45208,0.47724,0.49747,0.57093,0.60139,0.57303,0.58119,0.54156,0.57295,0.53507,0.54014,0.48214,0.47156,0.45423,0.34479,0.40165,0.47377,0.45907,0.45404,0.41321,0.3626,0.32017,0.34997,0.36327,0.45026,0.4619,0.45254,0.47841,0.32715,0.41,0.5245,0.53957,0.52639,0.40317,0.32939,0.41441,0.45206,0.44875,0.47469,0.48365,0.52509,0.59412,0.55616,0.63604,0.64648,0.5994,0.65958,0.56394,0.55058,0.53567
0.45214,0.51647,0.50847,0.56182,0.52467,0.57436,0.5741,0.6052,0.58956,0.57762,0.45724,0.46275,0.45395,0.40413,0.33145,0.24871,0.34343,0.42872,0.46019,0.54937,0.44053,0.2715,0.5117,0.31813,0.46298,0.50686,0.45937,0.29555,0.37087,0.71908,0.73002,0.69789,0.61399,0.48198,0.35434,0.37388,0.43919,0.42524,0.43735,0.4931,0.57798,0.61394,0.64515,0.64839,0.65884,0.67415,0.64667,0.54757,0.5304,0.53033
0.52337,0.45143,0.49718,0.57876,0.545,0.58153,0.56074,0.59975,0.52518,0.53063,0.51696,0.41317,0.39321,0.36646,0.28209,0.34355,0.49277,0.64744,0.69853,0.71511,0.67052,0.33858,0.54047,0.32362,0.45317,0.48515,0.52516,0.29992,0.52014,0.78737,0.719,0.67402,0.64557,0.59836,0.44644,0.35343,0.38287,0.40586,0.43686,0.51456,0.52603,0.57648,0.58095,0.63245,0.61995,0.63738,0.58677,0.5453,0.50147,0.53286
0.45985,0.43556,0.4847,0.51268,0.55096,0.54196,0.52266,0.58334,0.51614,0.52582,0.47207,0.37575,0.32292,0.32585,0.33461,0.58496,0.62417,0.57367,0.70471,0.74634,0.66636,0.37949,0.54343,0.38383,0.50263,0.49324,0.5143,0.44811,0.63942,0.73959,0.72755,0.73378,0.65605,0.58972,0.57154,0.49196,0.38499,0.41829,0.39261,0.45132,0.51518,0.57773,0.58197,0.64646,0.6301,0.65979,0.61144,0.59244,0.51475,0.57224
0.47151,0.40851,0.45145,0.51744,0.53499,0.50733,0.54272,0.52318,0.50464,0.4779,0.35463,0.42158,0.39277,0.39211,0.60071,0.57795,0.68659,0.6919,0.69157,0.77052,0.66659,0.45732,0.53297,0.39667,0.51161,0.50539,0.52706,0.50251,0.64572,0.75858,0.7577,0.70044,0.62394,0.65918,0.67184,0.53835,0.41736,0.48548,0.4716,0.47359,0.53192,0.5887,0.59054,0.59652,0.62985,0.62089,0.62953,0.53932,0.5602,0.49831
0.49525,0.4163,0.44939,0.46381,0.51197,0.47328,0.58456,0.56015,0.50525,0.4966,0.51363,0.50144,0.35575,0.40955,0.69809,0.64312,0.64462,0.71753,0.70993,0.77108,0.67601,0.48898,0.5177,0.433,0.51683,0.49556,0.50458,0.53327,0.64615,0.76142,0.75369,0.6863,0.69916,0.66421,0.57278,0.623,0.46369,0.47722,0.51576,0.54805,0.56183,0.61301,0.62169,0.63987,0.67196,0.61655,0.60036,0.52522,0.55231,0.51008
0.44123,0.40837,0.43284,0.49714,0.50505,0.50529,0.49625,0.54004,0.50759,0.56226,0.52312,0.49482,0.43617,0.45825,0.66034,0.70328,0.65138,0.69952,0.72042,0.74668,0.66363,0.51602,0.50539,0.47867,0.54187,0.51089,0.50781,0.55661,0.66298,0.76845,0.74234,0.72481,0.71267,0.6438,0.66447,0.69435,0.53689,0.52337,0.55359,0.59232,0.58068,0.60966,0.60907,0.62188,0.60957,0.5885,0.57252,0.52646,0.4924,0.53641
0.44995,0.37329,0.43551,0.42467,0.45912,0.46923,0.48395,0.55374,0.56475,0.52774,0.50153,0.40695,0.36652,0.57672,0.63104,0.71063,0.68066,0.7017,0.71073,0.72868,0.65198,0.52934,0.4965,0.48621,0.53659,0.49099,0.49132,0.54391,0.68006,0.79514,0.73481,0.73005,0.69534,0.68574,0.70687,0.66452,0.54491,0.48247,0.5265,0.60227,0.62374,0.64415,0.61735,0.61838,0.61204,0.60478,0.59511,0.54199,0.47957,0.507
0.47318,0.40734,0.39074,0.48488,0.5316,0.49125,0.54117,0.56796,0.56962,0.50574,0.42467,0.3703,0.37804,0.64554,0.62616,0.70474,0.7066,0.70074,0.72105,0.7258,0.64345,0.52436,0.47312,0.48095,0.55443,0.50124,0.48214,0.51192,0.70546,0.7637,0.7306,0.73263,0.69806,0.71261,0.70008,0.65131,0.64176,0.45259,0.48803,0.53211,0.61048,0.63713,0.63339,0.60219,0.58118,0.54724,0.52265,0.52421,0.40639,0.46853
0.4593,0.3739,0.34783,0.45213,0.47384,0.47507,0.56561,0.53849,0.51586,0.45907,0.49329,0.36271,0.40292,0.69631,0.62832,0.6845,0.71199,0.71467,0.73365,0.72513,0.64685,0.50787,0.46171,0.48537,0.56382,0.51892,0.48113,0.51312,0.71366,0.73968,0.74114,0.73509,0.71072,0.72573,0.69073,0.63609,0.65997,0.48269,0.49825,0.55039,0.5093,0.59522,0.62548,0.62255,0.59734,0.57527,0.51473,0.50878,0.43177,0.44132
0.4481,0.40486,0.37327,0.34026,0.44289,0.48371,0.4631,0.57311,0.56038,0.5277,0.5015,0.26523,0.47009,0.69066,0.6266,0.6693,0.72297,0.72724,0.76055,0.73499,0.64392,0.52274,0.46429,0.5112,0.61601,0.5493,0.48895,0.524,0.70292,0.72027,0.75661,0.71264,0.72362,0.73681,0.68567,0.65559,0.66839,0.42481,0.41027,0.51918,0.55259,0.59223,0.587,0.5852,0.52648,0.55225,0.48998,0.49696,0.45527,0.5056
0.46191,0.37484,0.3735,0.38808,0.42418,0.4443,0.48363,0.50015,0.55143,0.46753,0.37246,0.30354,0.54611,0.67648,0.67909,0.63802,0.73155,0.72746,0.77001,0.73496,0.619,0.51096,0.45865,0.51693,0.6092,0.5496,0.49766,0.51899,0.68306,0.72919,0.763,0.71582,0.73089,0.71711,0.63441,0.69652,0.65913,0.41018,0.3849,0.46376,0.59064,0.55078,0.59949,0.5537,0.53066,0.5156,0.44243,0.42765,0.44682,0.50833
0.53498,0.46327,0.35925,0.31784,0.33511,0.37843,0.42151,0.40136,0.42621,0.42619,0.34595,0.31831,0.5415,0.62029,0.70347,0.61037,0.73938,0.74865,0.76437,0.74692,0.62637,0.51802,0.45684,0.5244,0.65179,0.52899,0.47819,0.50541,0.67519,0.74081,0.7492,0.72953,0.73648,0.68055,0.65292,0.70706,0.61733,0.36183,0.40622,0.48858,0.5236,0.5676,0.57154,0.51934,0.52761,0.47086,0.45424,0.44046,0.42029,0.51286
